seed,step,first_reward,third1_reward,third2_reward,first+third1+third2_reward,first_success,third1_success,third2_success,first+third1+third2_success
1,0,74.81068247733552,78.1941374433839,75.31012822351954,76.6909803856243,0.0,0.0,0.0,0.0
1,25000,77.30956543301052,74.52622771853363,77.93021054005814,70.6063809228888,0.0,0.0,0.0,0.0
1,50000,54.33537799264114,85.53922906755965,81.45302373479203,53.69746463371301,0.0,0.0,0.0,0.0
1,75000,81.85575959999863,81.54076486928832,83.98278409843708,78.65175225503808,0.0,0.0,0.0,0.0
1,100000,127.60744497080945,79.78112720199876,75.46583625162233,120.91549343217325,0.0,0.0,0.0,0.0
1,125000,140.40788575697047,80.814626743261,80.89692212150779,129.49413643400473,0.0,0.0,0.0,0.0
1,150000,151.64753007493502,71.83640479615664,75.25659377364889,137.3430060976996,0.0,0.0,0.0,0.0
1,175000,145.37851829220432,78.55979321296395,82.80250658261362,129.9042742588254,0.0,0.0,0.0,0.0
1,200000,145.67602900968677,74.44905574562434,80.08581352534136,147.01959361399747,0.0,0.0,0.0,0.0
1,225000,151.87050947590868,76.08989205230174,82.00853265392551,157.274546769265,0.0,0.0,0.0,0.0
1,250000,155.52504382326444,78.67979315621453,78.04369159258849,144.69852798216473,0.0,0.0,0.0,0.0
1,275000,154.0461773269642,76.50183365683458,75.69329542672587,154.36311230358683,0.0,0.0,0.0,0.0
1,300000,154.91505201594595,79.8837091981548,73.98670907165183,148.65929938777083,0.0,0.0,0.0,0.0
1,325000,150.4138076494935,79.96095183071571,81.15980849322918,142.9132907482046,0.0,0.0,0.0,0.0
1,350000,139.68646374444492,74.79959760099486,83.34340801466102,151.04263067013397,0.0,0.0,0.0,0.0
1,375000,144.62811586831188,74.87449704463197,81.73955615282253,144.70920421421886,0.0,0.0,0.0,0.0
1,400000,142.33969297791876,76.0183245934211,79.71827051331806,144.21194375958606,0.0,0.0,0.0,0.0
1,425000,148.0969829478845,79.56517064406566,78.9440322780939,152.5384910154532,0.0,0.0,0.0,0.0
1,450000,146.02244600108014,77.36058873274997,78.42129684934054,158.7023248312631,0.0,0.0,0.0,0.0
1,475000,158.2590330198721,76.5785296502802,72.2327388443898,148.57231251458217,0.0,0.0,0.0,0.0
1,500000,148.97728395562635,74.27387446195192,81.15402447666875,157.5135393885836,0.0,0.0,0.0,0.0
2,0,79.74671706641473,73.23061844518372,73.53596179172195,81.10431311929217,0.0,0.0,0.0,0.0
2,25000,79.13216807655931,78.7883682925232,80.20673313207449,87.42546588407379,0.0,0.0,0.0,0.0
2,50000,74.46581912714421,79.24569143032484,82.31107048182675,85.92405693837023,0.0,0.0,0.0,0.0
2,75000,83.65608560788007,82.86788862040456,79.91650278757486,84.88607172599426,0.0,0.0,0.0,0.0
2,100000,80.90881170657421,80.00779973120066,76.59450703263263,78.88387554492991,0.0,0.0,0.0,0.0
2,125000,80.37755699480033,81.44620106130222,80.46225789997285,71.70969152482324,0.0,0.0,0.0,0.0
2,150000,87.17407671470927,81.71614987204232,79.31593937627581,79.36448555188515,0.0,0.0,0.0,0.0
