seed,step,first_reward,third1_reward,third2_reward,first+third1+third2_reward,first_success,third1_success,third2_success,first+third1+third2_success
1,0,1.1267762699717423,1.2862575269769878,1.0502349545800826,1.051081925307517,0.0,0.0,0.0,0.0
1,25000,13.771066599400934,0.6070282912114635,0.9570777809014543,15.218958486430347,0.0,0.0,0.0,0.0
1,50000,15.69803225141295,1.490643817779528,1.8277085016003318,15.597649787925183,0.0,0.0,0.0,0.0
1,75000,16.930593862757085,1.4630415743216871,1.4235603893204825,16.852865224704146,0.0,0.0,0.0,0.0
1,100000,16.74412512090057,1.113497582776472,0.8096095707005588,17.134372265450658,0.0,0.0,0.0,0.0
1,125000,17.014394966512917,1.1939629400148988,1.3348960392642766,15.779412695458921,0.0,0.0,0.0,0.0
1,150000,17.15749351028353,1.1865477519109846,1.1557738208794035,16.724983908422292,0.0,0.0,0.0,0.0
1,175000,19.454837479430715,1.1401358023053034,1.420638263755245,17.74767963050108,0.0,0.0,0.0,0.0
1,200000,40.3499645402655,2.609626755872887,2.2181935866363345,37.8753975648433,100.0,0.0,0.0,90.0
1,225000,39.02593943532556,2.291062029353088,2.591949931959971,40.6082344898954,95.0,0.0,0.0,95.0
1,250000,41.45545703172684,2.653001178948034,1.6433291003797421,41.75400389321148,100.0,0.0,0.0,100.0
1,275000,42.397913535125554,2.185216523588315,2.0013306041655596,41.97357388660312,100.0,0.0,0.0,100.0
1,300000,42.28736205343157,2.621354299600256,1.900253595149843,42.15691258870065,100.0,0.0,0.0,90.0
1,325000,42.808351886458695,2.0852348455762693,1.4974193465379357,42.59435119740665,100.0,0.0,0.0,90.0
1,350000,40.89734256529482,2.579753590343171,1.7871294353222766,41.70666590239853,95.0,0.0,0.0,95.0
1,375000,42.76414768267423,3.7403446023352442,1.4331051341592684,42.27718869708478,100.0,0.0,0.0,100.0
1,400000,42.914311933889984,3.184071282634977,1.8525374152493896,42.61131420899183,95.0,0.0,0.0,100.0
1,425000,43.2967016113922,2.8533969330601394,2.0195691173605157,42.87774339225143,100.0,0.0,0.0,100.0
