seed,step,first_reward,third1_reward,third2_reward,first+third1+third2_reward,first_success,third1_success,third2_success,first+third1+third2_success
1,0,10.637378441197141,6.886145928088046,7.832436033440823,15.471804127559546,0.0,0.0,0.0,0.0
1,25000,567.6324623383558,449.9358388753838,510.4597334104001,576.8592719073085,0.0,0.0,0.0,0.0
1,50000,716.8377065671842,390.53206625021596,528.2943061295214,746.718292817665,0.0,0.0,0.0,0.0
1,75000,759.7815775182667,564.0306151528087,610.857162299867,722.5702773817018,0.0,0.0,0.0,0.0
1,100000,723.2641538580023,770.8076561173262,729.1280622158858,889.2347319062756,0.0,0.0,0.0,5.0
1,125000,1570.7142518101764,1353.0086683341863,1326.6013966513183,1579.7962184275102,100.0,100.0,90.0,100.0
1,150000,1551.6239546033007,1490.313724773445,1310.306746642769,1588.299428120213,95.0,100.0,80.0,100.0
1,175000,1514.084784031099,1374.3996202558303,1088.5913045018156,1601.2908599836917,90.0,80.0,70.0,100.0
1,200000,1502.1642017831155,1340.9223020961322,1400.087388127593,1555.0845267878535,95.0,90.0,100.0,95.0
1,225000,1609.495088724011,1531.4773506270817,1574.0216975319674,1612.0528488909627,100.0,100.0,100.0,100.0
1,250000,1604.7262419525064,1475.7300010513334,1584.2136920979588,1607.8347783838706,100.0,100.0,100.0,100.0
1,275000,1618.227505161967,1610.017768691911,1610.3490154308001,1621.0799826789666,100.0,100.0,100.0,100.0
1,300000,1176.0662327266452,671.6136008413971,435.0036220567255,1014.7364889302441,75.0,60.0,35.0,80.0
1,325000,1518.4539942261808,1291.3845259870172,1593.9758562461402,1603.8624932211414,100.0,100.0,100.0,100.0
1,350000,1615.4530147326298,1586.2323352945245,1523.5908307326301,1615.9876345915936,100.0,100.0,95.0,100.0
1,375000,1623.435540805234,1510.6625703432012,1621.0856677112845,1601.5518384717818,95.0,95.0,100.0,100.0
1,400000,1613.2460507467374,1582.3601752189484,1484.4576589238045,1613.7049270053483,100.0,100.0,95.0,100.0
1,425000,1608.8575760118786,1436.5116357818754,1370.3960444800114,1615.6409279212946,100.0,90.0,85.0,100.0
1,450000,1488.1267250810022,454.11172430283307,1220.6052434938797,1504.319341477493,90.0,100.0,100.0,95.0
1,475000,1613.631569900225,1567.1767515210433,1503.0457989266156,1624.2240284167215,100.0,95.0,95.0,100.0
1,500000,1621.6578353639115,1593.1077007100544,1458.678275661709,1618.9204472434017,100.0,100.0,90.0,100.0
2,0,3.1445623226148376,3.6090342557975403,3.0966543701731823,2.9605789998944774,0.0,0.0,0.0,0.0
2,25000,5.0513840283473765,4.803604206737065,4.894516400113899,5.064472944561204,0.0,0.0,0.0,0.0
2,50000,336.1458037243011,160.03288165305395,118.32987212831384,277.8794263501989,0.0,0.0,0.0,0.0
2,75000,420.4935290744408,248.77145275472222,258.66329342271024,433.0128302430735,0.0,0.0,0.0,0.0
2,100000,609.2410565067377,549.7520041325369,436.9260911786376,596.5651661369895,0.0,5.0,0.0,0.0
2,125000,546.4235690116232,507.02528444025484,512.5799036265047,493.43284400592285,0.0,0.0,5.0,5.0
2,150000,1280.4145463929085,1027.8020393047732,1410.4239223741413,1249.0579153763024,75.0,45.0,90.0,65.0
2,175000,1433.4623259778903,1294.7398695575653,1457.7348961590963,1454.4091161024958,95.0,85.0,100.0,100.0
2,200000,1409.0085579180309,1270.2482069065177,1510.3699229264234,1466.0385564734654,85.0,80.0,100.0,90.0
2,225000,1545.2510484913573,1325.1626272703813,1112.7038441132586,1578.9300796098864,100.0,85.0,70.0,100.0
2,250000,1473.4590190927677,1106.9602598306303,1278.941776659352,1587.9268857699492,90.0,45.0,85.0,100.0
2,275000,1521.0973265843413,1081.1030299099878,1006.46591912314,1493.6311343761913,90.0,60.0,45.0,85.0
2,300000,1558.4783935988871,1541.5707382737703,1445.6319012380561,1601.189920525027,95.0,95.0,85.0,100.0
2,325000,1610.274778993393,1502.3824457154349,1335.1594355619436,1610.0258227677043,100.0,90.0,75.0,100.0
2,350000,1595.0734528388207,1561.254287574282,1499.6494082631405,1615.458514766315,95.0,90.0,80.0,100.0
2,375000,1561.9604197806418,1578.3738119982254,1534.5584254121316,1594.2196762148467,90.0,100.0,90.0,95.0
2,400000,1589.5063140228385,1581.7564229253394,1442.0054930082315,1552.9264235551896,100.0,95.0,80.0,95.0
2,425000,1502.433323264884,1556.6973243384798,1551.374935347176,1463.046077213935,95.0,100.0,90.0,100.0
2,450000,1614.2143437665445,1621.147736418261,1613.0824959833394,1612.3967035881624,100.0,100.0,100.0,100.0
2,475000,1531.389824935559,1600.1315960693141,1591.363849266274,1576.115850522982,90.0,95.0,100.0,100.0
2,500000,1578.4486487202848,1533.7518769501826,1593.0991969450772,1616.127947431039,95.0,100.0,95.0,100.0
3,0,5.800530177055167,6.797012767279879,10.520376363769989,7.693455906102848,0.0,0.0,0.0,0.0
3,25000,132.31165411922,60.843281355378224,72.89392239532108,130.58554567901768,0.0,0.0,0.0,0.0
