seed,step,first_reward,third1_reward,third2_reward,first+third1+third2_reward,first_success,third1_success,third2_success,first+third1+third2_success
1,0,2.6091359595361308,4.317071421586095,3.3988478392206742,3.1638971369117694,0.0,0.0,0.0,0.0
1,25000,20.134693904995064,91.32873321589238,8.27460225542167,7.293813731432453,0.0,5.0,0.0,0.0
1,50000,184.54046463372327,184.2482161771579,316.3019411657187,37.08627839564379,0.0,10.0,5.0,0.0
1,75000,329.5208466247951,158.0879815994058,197.44517848280836,122.60039657641748,15.0,5.0,0.0,5.0
1,100000,192.0766075810664,382.1206822325745,647.6559176861147,421.60648200647694,5.0,20.0,25.0,15.0
1,125000,482.06148514158895,495.19051813733785,330.18270497788416,290.74041439034943,10.0,20.0,10.0,10.0
1,150000,1100.0134468042845,863.5188026115848,755.1258390597202,877.9544540214735,40.0,10.0,30.0,20.0
1,175000,771.941447610275,733.6442493915627,521.5236302501767,642.0832595377599,25.0,15.0,5.0,20.0
1,200000,891.1375572575456,914.3616348990338,1076.8402592387579,952.1974289968255,25.0,25.0,15.0,20.0
1,225000,968.4096739363483,808.841006433934,756.8721871088572,993.1379831269396,40.0,10.0,35.0,50.0
1,250000,1301.039048615238,575.8562304994223,942.3324567674814,1123.2435171541133,20.0,10.0,20.0,30.0
1,275000,1213.9600894768628,1087.1175019652787,1021.983930827743,1194.6651611316481,20.0,25.0,10.0,20.0
1,300000,1269.7728732419314,1236.1349190711612,1259.4766045285849,1219.531130246342,10.0,30.0,30.0,30.0
1,325000,1352.2200970914892,1271.9530216669423,1264.684035431672,1284.6540834779503,20.0,10.0,20.0,30.0
1,350000,1215.4545936268944,1094.9319894306175,1296.4356920992873,1129.116084180751,20.0,5.0,30.0,20.0
1,375000,1323.0452497386195,1140.434344895776,1053.4729301500195,1390.737130450567,30.0,10.0,25.0,25.0
1,400000,1352.6941854066104,1331.9621747262192,1139.289709493561,1258.4051666993812,15.0,15.0,10.0,10.0
1,425000,1332.8527508320788,1096.360648024658,1214.3873228775196,1222.5836700267691,15.0,20.0,15.0,15.0
1,450000,1318.7355666452072,1276.868998109069,1181.8241499690778,1298.2722167562831,15.0,5.0,15.0,10.0
1,475000,860.4985137555277,1233.7970657451565,1120.0876984729828,1319.6435753297346,10.0,20.0,5.0,20.0
1,500000,1206.1704130421974,1104.9750847375042,1220.6135692306311,1344.355231335475,5.0,5.0,15.0,15.0
2,0,2.304963902947056,3.0352200268905443,3.6538588512495602,3.2316121055980873,0.0,0.0,0.0,0.0
2,25000,50.42356193514654,11.733129812129668,13.283087679806806,3.9408838113047957,0.0,0.0,0.0,0.0
2,50000,22.283153780991793,25.79031914331364,25.51341179498875,183.4770173784279,0.0,0.0,0.0,10.0
2,75000,268.61605514664086,395.88023634027934,616.1190404633426,206.3531361197463,0.0,15.0,15.0,5.0
2,100000,568.5111340410142,254.14240933965561,427.6111452098057,412.2879288919347,10.0,0.0,5.0,0.0
2,125000,558.9018790224653,836.1274008302101,576.6480256692,617.2476785701322,0.0,10.0,10.0,5.0
2,150000,724.1773436045137,399.69878919581254,968.1561068444853,849.6330110123401,0.0,5.0,20.0,0.0
2,175000,632.4581613826665,640.1582991844464,630.4033412768929,603.7167167948863,10.0,10.0,20.0,5.0
2,200000,1092.7966722065871,861.6678000505401,1073.3910891321566,910.5202711345959,20.0,30.0,25.0,15.0
2,225000,979.6291329261878,675.5974920469237,1050.8684808110522,1012.2504328434197,10.0,10.0,5.0,5.0
2,250000,920.9599799303123,542.2462717338162,874.9661553305586,925.4312904448759,25.0,15.0,30.0,20.0
2,275000,908.4918282064664,561.1759433645564,870.4000670816149,709.5997344639544,30.0,10.0,20.0,15.0
2,300000,702.778037154114,1028.5676285999234,931.11398232467,1011.9189769792758,10.0,30.0,30.0,15.0
2,325000,1123.7668176729746,1050.139786543611,1131.9737394380459,1219.762422506033,25.0,15.0,10.0,30.0
2,350000,1062.0452969444245,959.6268560660612,1087.5386042702585,992.907242390221,20.0,15.0,15.0,5.0
2,375000,1154.3885951363843,935.7511735152262,1145.0902923656556,955.3225550541767,25.0,20.0,25.0,10.0
2,400000,1054.1898985494358,762.8863185892708,1171.1895056169692,1071.17512936893,20.0,20.0,25.0,10.0
