seed,step,first_reward,third1_reward,third2_reward,first+third1+third2_reward,first_success,third1_success,third2_success,first+third1+third2_success
1,0,3.022647077434402,4.118387277153431,4.114718081783769,3.463249597731356,0.0,0.0,0.0,0.0
1,25000,110.98708499445142,71.75196751589422,76.60892011846984,60.54957839930963,0.0,0.0,0.0,0.0
1,50000,197.43283364055955,138.24431614065426,95.82584959790549,171.94809876069658,0.0,0.0,0.0,0.0
1,75000,242.1817091965889,250.60383895970608,335.7307071498635,243.86661697554865,0.0,0.0,0.0,0.0
1,100000,308.8530105178951,382.04872145018714,248.86869049431857,302.89066060003495,0.0,0.0,0.0,0.0
1,125000,174.89513688815728,105.17472144420103,158.3286283231406,210.79232505107075,0.0,0.0,0.0,0.0
1,150000,301.27853864963987,287.2634265279344,307.66416940238366,352.14057806894505,0.0,0.0,0.0,0.0
1,175000,342.6845773110193,363.5571865837066,314.8527309329012,347.6254187354283,0.0,0.0,0.0,0.0
1,200000,459.48578503150856,344.9945610042322,333.6444083867511,345.20936890647056,0.0,0.0,0.0,0.0
1,225000,351.1081450645817,381.0715592733611,415.617601543457,378.7705245774662,0.0,0.0,0.0,0.0
1,250000,150.7593805981114,269.0319075999113,239.2867056413376,321.3843205426789,0.0,0.0,0.0,0.0
1,275000,517.8404983096145,481.92166281076027,430.07557489721694,467.8267702137787,0.0,0.0,0.0,0.0
1,300000,334.7946346133136,299.28760011308987,302.4716168847682,348.3851849962331,0.0,0.0,0.0,0.0
1,325000,344.1186781457876,414.07477626199335,414.5257509042549,468.23892260389766,0.0,0.0,0.0,0.0
1,350000,332.47885525610155,355.4577277568696,275.34601417948613,382.6792882228403,0.0,0.0,0.0,0.0
1,375000,387.8532097759901,301.4169264712352,469.2867351193589,337.02396553284905,0.0,0.0,0.0,0.0
1,400000,506.14054649158817,436.8760526070454,427.9374864245863,469.0887448374591,0.0,0.0,0.0,0.0
1,425000,470.0065835026161,416.90514270739624,476.5468748827178,430.7693440692665,0.0,0.0,0.0,0.0
1,450000,352.12962231578615,293.5646564642556,383.1086727333146,361.01853976285594,0.0,0.0,0.0,0.0
