seed,step,first_reward,third1_reward,third2_reward,first+third1+third2_reward,first_success,third1_success,third2_success,first+third1+third2_success
1,0,3.0032866341398545,4.037838753899996,4.263082350000696,3.9242176949534042,0.0,0.0,0.0,0.0
1,25000,4.81576724788174,7.344041568692774,4.911433310620486,5.826070083118975,0.0,5.0,0.0,5.0
1,50000,6.139080520905554,7.051066748984158,4.967310565616936,8.179746857145801,0.0,5.0,0.0,10.0
1,75000,8.979183270316572,9.37658003247343,8.786990196444094,8.805626222677528,5.0,10.0,5.0,10.0
1,100000,6.656552298297174,6.356739098066464,7.246417892942555,7.200404980126768,10.0,5.0,5.0,5.0
1,125000,10.633057392202318,11.412441978789866,7.662625250779092,8.998293647170067,10.0,15.0,10.0,5.0
1,150000,14.320144690485574,7.494943936914206,7.648568430170417,8.964224068075419,25.0,5.0,5.0,10.0
1,175000,6.744699014164508,11.196445387601852,9.660462457500397,14.319129903428257,5.0,30.0,15.0,30.0
1,200000,8.355336154066027,17.463769478769972,12.996424494404346,18.486558207683267,10.0,40.0,30.0,45.0
1,225000,9.64489225205034,15.891640949063003,17.537621089816092,23.700598739180712,10.0,45.0,55.00000000000001,70.0
1,250000,16.23122127316892,16.888926062174143,19.562252460606395,30.23311381470412,40.0,40.0,50.0,75.0
1,275000,12.654435889050365,19.020673792995513,18.586683857720345,32.80277301967144,35.0,45.0,40.0,90.0
1,300000,8.90013117864728,29.382495006546378,27.15984907206148,29.96065175132826,10.0,75.0,65.0,85.0
1,325000,14.898134337272495,25.372299666982144,15.615281574241816,33.92660524062812,35.0,65.0,35.0,90.0
1,350000,13.98813833128661,22.78718664944172,15.009214711841196,36.56392945963889,25.0,55.00000000000001,30.0,95.0
1,375000,14.335518326796592,30.911636140849442,19.957919830922037,30.784217002242805,30.0,80.0,50.0,80.0
1,400000,11.153826582804323,24.269054789096117,28.588247166574,30.52463537203148,30.0,65.0,80.0,75.0
1,425000,17.501433527097106,27.732686972804366,25.996356922574343,33.64603720866144,40.0,65.0,60.0,80.0
1,450000,22.633644230291246,26.531580971740187,23.482036473602058,34.46010879278183,50.0,65.0,65.0,85.0
1,475000,21.581910913069965,34.46459360029549,28.011680336110295,37.91650786716491,55.00000000000001,85.0,65.0,95.0
1,500000,19.463329053856434,35.518876236863434,30.277084584068508,37.789906882867214,40.0,85.0,80.0,90.0
2,0,5.0624370576813815,4.593926691869274,4.795604863157496,4.890791471023112,0.0,0.0,0.0,0.0
2,25000,5.629157851263881,5.262577670486644,4.834573486074805,5.556993162771687,0.0,0.0,0.0,0.0
2,50000,4.83901914675488,3.22225506734666,3.386435942200356,3.3861005746090216,5.0,0.0,0.0,5.0
2,75000,6.331388952955604,6.602447125408799,6.434149067103863,7.092328604869545,0.0,0.0,0.0,5.0
2,100000,6.498216802813113,6.487224335409701,6.297383368923329,6.3792757136747245,0.0,0.0,0.0,0.0
2,125000,6.783362073265016,8.256532111763955,7.528164840862155,6.853440705686808,5.0,5.0,5.0,0.0
2,150000,6.968755671381951,5.8348171232935115,14.335645591793583,8.60721350580933,5.0,0.0,25.0,5.0
2,175000,7.480824346654117,9.004600529186428,9.629263979755342,11.636254758853465,10.0,10.0,10.0,15.0
2,200000,6.7118986468820365,10.713439870812,7.662073326297104,10.67628256250173,5.0,15.0,5.0,15.0
2,225000,5.631633348204195,7.4212371103465555,7.623276353999972,10.499326100386678,0.0,5.0,10.0,15.0
2,250000,5.519450840106583,12.48785792523995,6.825102825276554,8.399906860144256,0.0,25.0,5.0,10.0
2,275000,8.219088137894868,7.026847686432302,8.196426204778254,9.973400757461786,10.0,5.0,20.0,15.0
2,300000,11.061521768756212,8.893046088330447,10.040792641602456,7.694952821638435,15.0,10.0,15.0,10.0
2,325000,8.208830879908055,10.123754326440395,9.263107757001126,14.133163795620202,5.0,15.0,15.0,30.0
2,350000,15.970254030868038,11.665397057682275,12.932134908996522,11.460056011006236,40.0,20.0,30.0,20.0
2,375000,10.319372746534645,15.57298194244504,12.764559808559715,12.61052568256855,20.0,35.0,25.0,30.0
2,400000,9.448131448961794,12.07111885175109,13.933060542494058,17.359727084822953,15.0,25.0,30.0,40.0
2,425000,7.710907339584082,12.20992753840983,7.081559692509472,10.292717641219497,5.0,25.0,5.0,15.0
2,450000,12.388836917092817,15.090984373167156,9.15224026646465,11.458097445545718,25.0,40.0,10.0,20.0
2,475000,12.939019590820482,9.123777327127755,9.948100699298084,13.853889869526029,30.0,10.0,20.0,30.0
2,500000,13.952097500115633,15.283686979673803,14.736737947538495,11.646050523594022,25.0,35.0,35.0,25.0
3,0,2.4416352448170073,1.7613334527704865,2.0586967711802573,1.900236645853147,0.0,0.0,0.0,0.0
3,25000,5.567021886445582,5.6912187118083235,5.256893682572991,5.822177840955556,0.0,0.0,0.0,0.0
3,50000,6.2603486070409415,6.3295644834637645,6.12922226190567,6.291407322138548,0.0,0.0,0.0,0.0
3,75000,5.215755466558039,5.91788859819062,5.972339519485831,5.284512494504452,0.0,0.0,0.0,0.0
3,100000,5.8339964369311925,5.892357581388206,5.657237372733652,6.058898139372468,0.0,5.0,0.0,0.0
3,125000,6.8777636491059635,6.745952238667286,5.54883278578418,6.681669939216656,15.0,15.0,5.0,10.0
3,150000,5.327656600228511,5.431961988285184,5.126736954413355,4.938617995060485,15.0,0.0,0.0,5.0
3,175000,6.467351376165595,6.360806437628457,6.606571244867789,7.531668762344054,5.0,5.0,5.0,15.0
3,200000,6.8383338511921465,10.017001531234701,9.519433349557222,8.627876716572791,5.0,20.0,15.0,15.0
3,225000,8.391380965150892,11.654007169324904,13.471010255254805,11.776610863395035,10.0,25.0,35.0,20.0
3,250000,11.46638419199735,15.490978290513159,11.572612970042973,9.997982014343142,20.0,40.0,20.0,20.0
3,275000,11.39373948480934,12.890004248544574,9.596136559918524,16.893638221593573,20.0,25.0,15.0,40.0
3,300000,10.281468296423554,16.08133942745626,9.43805887401104,16.629049059189857,15.0,45.0,15.0,40.0
3,325000,16.814928613603115,21.604907858930527,21.584214494004847,21.307614422403276,35.0,55.00000000000001,60.0,55.00000000000001
3,350000,10.57749358676374,15.989741430617869,13.214384832512588,18.497065203264356,15.0,40.0,30.0,45.0
3,375000,8.965308147948235,18.828086374141275,17.251772369816898,21.902252652030437,10.0,55.00000000000001,45.0,55.00000000000001
3,400000,11.961690493673085,18.295266861468555,18.757889976538717,30.006181237101554,20.0,45.0,45.0,90.0
3,425000,10.525193918868899,18.765283190179616,23.301014725677668,18.138368970900775,15.0,45.0,65.0,45.0
3,450000,7.914128107763827,26.861265258304776,27.514007669501005,34.42819504588842,5.0,75.0,75.0,90.0
3,475000,8.3653442312032,14.769710936304183,12.907699695602059,29.655511057935655,10.0,35.0,30.0,80.0
3,500000,11.702330156601965,14.539508718624711,17.51116924341768,27.37171358820051,20.0,25.0,45.0,70.0
4,0,4.103680548381341,3.348934342619375,3.4592633025383,3.458748818906622,0.0,0.0,0.0,0.0
4,25000,3.7683331565000118,4.283406384103,4.237562573514879,4.4509363658726215,0.0,0.0,0.0,0.0
4,50000,5.517387056862935,5.866567864874378,5.4797244048678735,5.484496412644772,0.0,5.0,5.0,0.0
4,75000,5.16728534917902,8.932817315988956,8.792189388675668,5.803192555962726,5.0,15.0,15.0,5.0
