seed,step,first_reward,third1_reward,third2_reward,first+third1+third2_reward,first_success,third1_success,third2_success,first+third1+third2_success
1,0,196.71577391284518,196.76936828494073,192.45265661679588,187.90707227885724,0.0,0.0,0.0,0.0
1,25000,184.38304890990258,189.86833869218827,191.46083318591118,189.05443454384803,0.0,0.0,0.0,0.0
1,50000,206.52985686063766,207.1391193509102,193.36590361595154,194.75121116042138,0.0,0.0,0.0,0.0
1,75000,304.13242269195615,638.1638903558254,605.069138008356,704.6905594825745,35.0,0.0,0.0,0.0
1,100000,265.8059739921242,702.2365909427405,716.4734224557876,849.8672713577747,0.0,0.0,0.0,0.0
1,125000,752.6852285500615,893.8256598234177,875.1102916680277,942.683132982254,0.0,0.0,0.0,0.0
1,150000,640.1292947988957,902.0559059619903,880.5869408071042,934.9511328101158,35.0,0.0,0.0,0.0
1,175000,632.0991430018097,946.6742639482021,921.03925563097,983.691250294447,5.0,0.0,5.0,15.0
1,200000,659.0514755984768,796.2005535721779,762.1599009811878,815.3348457157612,25.0,0.0,0.0,0.0
1,225000,835.394871455431,910.4795504271984,919.4868267476559,932.0163303017616,15.0,0.0,0.0,0.0
1,250000,816.127325218916,802.8314099669457,758.9675711929798,942.2904979526996,5.0,0.0,0.0,0.0
1,275000,753.2533895255067,925.5345092713833,907.0972752630711,946.5172809183598,0.0,0.0,0.0,0.0
1,300000,862.5204034149647,857.0287450432777,844.9641281783581,901.5937455177307,5.0,0.0,0.0,0.0
1,325000,807.5208671748638,856.7276814937592,824.6154575884342,884.4016103744507,5.0,0.0,0.0,0.0
1,350000,855.2195285379887,877.2671927273274,856.35429122746,914.5299913644791,0.0,0.0,0.0,0.0
1,375000,765.7365682244301,780.8919192895294,814.4957529306412,866.3798326849937,5.0,0.0,0.0,0.0
1,400000,748.7169493585825,959.0674729108811,951.1063674151898,958.9377668261528,0.0,0.0,0.0,0.0
1,425000,733.3476591281593,866.4519866228104,866.3260787785053,951.3676612198353,0.0,0.0,0.0,0.0
1,450000,861.3748531520366,911.4544643104076,918.3118745684624,947.49501786232,0.0,0.0,0.0,0.0
1,475000,792.7147624135017,999.8134583711624,971.4169249534607,950.0264033734799,0.0,5.0,5.0,0.0
1,500000,889.2607361733914,943.489896786213,976.4802510559559,968.1939665317535,0.0,0.0,0.0,0.0
2,0,192.6631680071354,191.81619560718536,188.28173034191133,191.68222943544387,0.0,0.0,0.0,0.0
2,25000,317.22034118026494,282.0731740840827,281.3496371850371,324.78786743879317,0.0,0.0,0.0,0.0
2,50000,308.3817294180859,405.29467608332635,388.1815601885319,444.8190366089344,0.0,0.0,0.0,0.0
2,75000,383.1733477473259,316.99228796362877,323.8240395337343,488.68177967071534,0.0,0.0,0.0,0.0
2,100000,426.61874894201753,432.6777275115252,455.895343285799,496.10169007778165,0.0,0.0,0.0,0.0
2,125000,443.50044615268706,435.56517076790334,453.732504016161,497.06748843789103,0.0,0.0,0.0,0.0
2,150000,573.5645959854126,560.4190438330173,505.6169595003128,630.5652784526349,0.0,0.0,0.0,0.0
2,175000,556.1082190155983,398.64673775113187,372.8207042029477,741.5111914157867,0.0,35.0,35.0,0.0
2,200000,608.3175429701805,740.0604628205299,719.9339362189173,794.0989957153797,5.0,0.0,5.0,10.0
2,225000,685.4143225356936,706.1887206303887,569.2260422755032,729.2213060319424,5.0,5.0,10.0,5.0
2,250000,739.0451631903649,844.5411611409858,922.4144958078862,806.4958122074604,10.0,15.0,55.00000000000001,50.0
2,275000,712.0794923204928,1137.895045620203,802.4225831270218,1305.253182697296,75.0,75.0,95.0,75.0
2,300000,445.1546916577034,1129.8249622821809,851.4535407841206,1423.728476637602,75.0,90.0,100.0,95.0
2,325000,485.03867385024205,1008.4710171818733,968.0349294185638,1316.6459994626232,70.0,75.0,95.0,90.0
2,350000,636.3700788528192,1095.7136262103916,943.9726923108101,1617.2489516079427,60.0,85.0,90.0,95.0
2,375000,404.8338097879663,1127.3907715201378,1120.2503075420857,1639.1162432014942,10.0,90.0,90.0,100.0
2,400000,685.6999105709722,1147.4774153232574,969.3964191246778,1480.3100318282843,85.0,100.0,95.0,95.0
2,425000,536.751524207741,1293.3033531576395,1126.9620928112417,1420.6325428439536,40.0,95.0,100.0,100.0
