seed,step,first_reward,third1_reward,third2_reward,first_success,third1_success,third2_success
1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,25000,0.0,0.0,0.0,0.0,0.0,0.0
1,50000,0.0,0.0,0.0,0.0,0.0,0.0
1,75000,0.0,0.0,0.0,0.0,0.0,0.0
1,100000,13.027166542573664,0.0,0.0,0.0,0.0,0.0
1,125000,323.9765995484988,0.0,0.0,0.0,0.0,0.0
1,150000,454.3470677820345,1.3991485549060503,0.0,0.0,0.0,0.0
1,175000,488.5932005086773,56.40436705835045,36.361493661542546,0.0,0.0,0.0
1,200000,629.4686165888851,309.9039089632239,166.01579778414444,0.0,0.0,0.0
1,225000,1142.6458547835546,481.92348906175323,331.3027258072053,0.0,0.0,0.0
1,250000,1266.7733714393357,551.2834464107681,608.0174709036115,10.0,0.0,0.0
1,275000,1163.9089432235721,419.6883198799225,677.4568783294432,30.0,0.0,0.0
1,300000,1280.1390382458858,680.5516640077224,686.5611983382213,25.0,0.0,0.0
1,325000,1349.9916986307217,892.5552800421947,730.0328961629252,35.0,0.0,0.0
1,350000,1354.9950135908111,833.8471263101937,488.1915066298752,35.0,0.0,0.0
1,375000,1292.1458088164895,933.903683164004,634.7478082599692,20.0,0.0,0.0
1,400000,1354.200513926667,822.5017508677367,647.7204631334567,40.0,0.0,0.0
1,425000,1330.6819465805245,766.7753491604547,384.84453265855666,20.0,5.0,0.0
1,450000,1362.6286353687485,973.1817018564789,600.4917883617933,50.0,0.0,0.0
1,475000,1405.900932211583,1057.418331149788,781.9905632373343,55.00000000000001,15.0,0.0
1,500000,1366.9793124422265,1122.770556115565,290.13890822122937,45.0,5.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,0.0
2,25000,0.0,0.0,0.0,0.0,0.0,0.0
2,50000,0.0,0.0,0.0,0.0,0.0,0.0
2,75000,0.0,0.10553479270045103,0.20306781944904015,0.0,0.0,0.0
2,100000,0.0,0.0,0.0838019938362555,0.0,0.0,0.0
2,125000,0.0,0.20962916591475453,0.0,0.0,0.0,0.0
2,150000,0.0,0.23583797180887345,0.023774484101434505,0.0,0.0,0.0
2,175000,0.0,0.600771070591257,0.0,0.0,0.0,0.0
2,200000,0.0,6.323007933576627,0.0,0.0,0.0,0.0
2,225000,0.0,4.14826348162157,0.03020245295462868,0.0,0.0,0.0
2,250000,0.0,3.3810797918276707,86.0896038227057,0.0,0.0,0.0
2,275000,0.0,5.769871349817301,223.55459075123068,0.0,0.0,0.0
2,300000,0.0,13.828362050899534,225.72540311383233,0.0,0.0,0.0
2,325000,0.0,14.841505004069651,127.19927182779115,0.0,0.0,0.0
2,350000,0.0,11.678316644147488,270.61355544588895,0.0,0.0,0.0
2,375000,0.0,18.81558763840768,616.9406724619101,0.0,0.0,0.0
2,400000,0.0,16.776747460906215,490.0483458308131,0.0,0.0,0.0
2,425000,0.0,18.83939929891887,604.886783278953,0.0,0.0,0.0
2,450000,0.0,20.33802804607828,527.2867343174914,0.0,0.0,0.0
2,475000,0.0,18.83481937971314,479.1059975346651,0.0,0.0,0.0
2,500000,0.0,21.017672833067287,539.6101661712642,0.0,0.0,0.0
3,0,0.0,0.0,0.0033259057089487384,0.0,0.0,0.0
3,25000,0.0,0.0,0.0,0.0,0.0,0.0
3,50000,0.0,0.0,0.0,0.0,0.0,0.0
3,75000,0.0,0.0,0.0,0.0,0.0,0.0
3,100000,0.0,0.04289242373727414,0.0,0.0,0.0,0.0
3,125000,0.0,0.023585714536036435,0.0,0.0,0.0,0.0
3,150000,0.0,1.2198416179512095,0.0,0.0,0.0,0.0
3,175000,0.0,301.804351687254,0.0,0.0,0.0,0.0
3,200000,0.0,208.88285499603836,0.0,0.0,5.0,0.0
3,225000,0.0,769.8306229167872,0.0,0.0,5.0,0.0
3,250000,0.0,659.9584254374083,0.0,0.0,0.0,0.0
3,275000,0.0,779.0457410149767,0.0,0.0,0.0,0.0
3,300000,0.0,825.0640267670993,0.0,0.0,0.0,0.0
3,325000,0.0,737.1767920889008,0.0,0.0,0.0,0.0
3,350000,0.0,651.9506077761869,0.0,0.0,0.0,0.0
