seed,step,first_reward,third1_reward,third2_reward,first_success,third1_success,third2_success
1,0,3.3722082695463165,3.0022281668048043,3.7800155612294737,0.0,0.0,0.0
1,25000,1.0107742967932547,6.938877909302657,7.0871197062319045,0.0,0.0,0.0
1,50000,185.85243617982852,11.301869063645356,10.547850046121383,0.0,0.0,0.0
1,75000,217.0324825116739,11.250715504049777,16.274587064981564,0.0,0.0,0.0
1,100000,265.277394348406,10.837842195861079,17.297567758002113,0.0,0.0,0.0
1,125000,565.5968295996439,11.24125982967404,16.092555096387247,25.0,0.0,0.0
1,150000,892.1476507887166,11.738457691712187,16.780762794051967,30.0,0.0,0.0
1,175000,821.3294480962468,12.07761341279382,16.709343042344496,30.0,0.0,0.0
1,200000,898.7293427100301,10.719055078865095,18.612258506744347,35.0,0.0,0.0
1,225000,907.0285811105971,11.924938965616768,18.019645756133347,40.0,0.0,0.0
1,250000,789.4876020984243,10.959917936577595,19.326683059669968,25.0,0.0,0.0
1,275000,719.4454271719246,12.567607777384065,7.092374482968902,30.0,0.0,0.0
1,300000,867.0172004297232,12.676100595556123,99.63761733081466,25.0,0.0,0.0
1,325000,872.469700357529,12.500141840615443,149.39908775911042,40.0,0.0,0.0
1,350000,986.2657016146632,10.518412443896544,368.35007344039457,55.00000000000001,0.0,0.0
1,375000,919.7383263527765,11.918919680729116,350.8433414413282,30.0,0.0,5.0
1,400000,1032.4947776987228,11.247910950593635,498.88248517666017,45.0,0.0,10.0
1,425000,859.2472516618215,12.346122998771582,307.67176712535536,20.0,0.0,5.0
1,450000,824.6184622900461,12.388028252073147,815.1646256339922,30.0,0.0,30.0
1,475000,1077.4509148154534,13.191515719033152,884.4447309391726,60.0,0.0,55.00000000000001
1,500000,917.5628212606001,13.46064102667789,747.7505009010057,25.0,0.0,25.0
2,0,1.6956498772389907,2.2329303959143525,1.8689541120933835,0.0,0.0,0.0
2,25000,3.209227217535902,4.458194069386996,5.289712247897314,0.0,0.0,0.0
2,50000,14.858650126045736,4.151491688695021,8.748984325496346,0.0,0.0,0.0
2,75000,27.143980370290656,5.209681339022017,44.84419792645703,0.0,0.0,0.0
2,100000,315.61365018048883,4.652888034500664,140.85822740473228,0.0,0.0,0.0
2,125000,452.1117928327564,18.452878075490965,83.22196359569514,5.0,0.0,0.0
2,150000,910.4418197814005,22.556749391279688,136.50127495864876,50.0,0.0,0.0
2,175000,934.4326187280751,18.550876982377225,153.53468229488004,40.0,0.0,0.0
2,200000,822.1463597308041,22.22380332040312,125.81753019114566,40.0,0.0,0.0
2,225000,775.6147715093068,18.70056282799835,120.99659939776834,30.0,0.0,0.0
2,250000,882.6270476015625,21.06877957427046,156.02550398118598,30.0,0.0,0.0
2,275000,873.4663049073561,13.809697628249575,164.83323076915525,30.0,0.0,0.0
