seed,step,first_reward,third1_reward,third2_reward,first_success,third1_success,third2_success
1,0,192.83364454186102,192.01468401300434,193.77544393041856,0.0,0.0,0.0
1,25000,432.1746289181539,330.1663180434315,218.51293909572965,25.0,0.0,0.0
1,50000,736.1472288526509,729.9697976704913,583.7826721236958,0.0,0.0,0.0
1,75000,756.9098586112433,883.5443559410396,681.6754847771329,0.0,0.0,0.0
1,100000,825.4712961933095,963.8477186454023,769.2368717174649,0.0,0.0,0.0
1,125000,1161.835764493642,923.7516937511631,727.7465487845183,35.0,0.0,0.0
1,150000,1281.4167349339539,966.9262867889378,1071.8755851435524,80.0,0.0,55.00000000000001
1,175000,1421.7816177871573,1042.6103851213452,737.4224720654506,80.0,0.0,50.0
1,200000,1504.407332750152,1080.9515575871678,843.7743931469904,90.0,10.0,80.0
1,225000,1445.424427591396,1101.7381551593744,1077.9113878048647,85.0,15.0,80.0
1,250000,1586.5035638069562,964.056258292397,1432.1927319988147,100.0,75.0,100.0
1,275000,1621.465346266758,1242.6920548596033,1318.7848181240083,100.0,95.0,100.0
1,300000,1640.2700247630114,1550.1457541956247,1502.4570086759936,100.0,100.0,100.0
1,325000,1635.064020706472,1389.560753715223,1402.0152680735205,100.0,90.0,100.0
1,350000,1629.9680532155692,1452.5387329955604,1537.7029472507286,100.0,95.0,100.0
1,375000,1650.3240760867877,1292.2264620677872,1629.694719209356,100.0,100.0,100.0
1,400000,1634.0102831130348,1492.6121736575583,1613.7345182238894,95.0,95.0,100.0
1,425000,1669.7298087218107,1571.0534149091297,1525.272299801521,100.0,100.0,100.0
1,450000,1669.1445823242677,1579.9612827613023,1524.7059157480985,100.0,90.0,100.0
1,475000,1666.2213376645127,1628.1561175285324,1632.9085663065393,100.0,90.0,100.0
1,500000,1664.6079629523788,1612.360831565466,1548.4927209656246,100.0,100.0,100.0
2,0,185.75462152759496,187.861700771927,186.26389974886587,0.0,0.0,0.0
2,25000,260.9702683212852,183.93431695458554,182.15387202413132,15.0,0.0,0.0
2,50000,597.1814423391936,189.95237505612553,187.74685181034772,0.0,0.0,0.0
2,75000,1037.5764060918268,182.38668633701303,449.23256812087504,25.0,0.0,0.0
2,100000,1436.9845631535595,168.47369105804978,624.0930830543937,95.0,0.0,0.0
2,125000,1410.2244682396006,207.26436049497624,711.580998073591,75.0,0.0,0.0
