seed,step,first_reward,third1_reward,third2_reward,first_success,third1_success,third2_success
1,0,1.9128360087051988,2.3234313347376885,2.3113506336696448,0.0,0.0,0.0
1,25000,14.492979022005965,7.9660866232269,4.203982081179687,0.0,0.0,0.0
1,50000,15.146610739055905,5.5189231755894275,12.407198698264256,0.0,0.0,0.0
1,75000,16.368438934106045,10.393158795205817,15.763211133074332,0.0,0.0,0.0
1,100000,21.04116011376013,11.008152024998768,13.652520244341853,20.0,0.0,5.0
1,125000,38.02318618167192,13.028022707031766,15.66354104061611,75.0,0.0,0.0
1,150000,40.242515642941,13.022277805777957,13.028052762071473,95.0,0.0,0.0
1,175000,41.874213331378996,13.265767451529973,16.79829035922885,95.0,0.0,0.0
1,200000,42.33712459728122,13.494117903895676,14.559164191366722,100.0,0.0,0.0
1,225000,42.74662161935121,12.479629513487453,16.861862763762474,90.0,0.0,0.0
1,250000,42.46307387072593,13.903160302231663,17.011598665453494,100.0,0.0,0.0
1,275000,42.419443560950455,12.685065526030007,17.28754324298352,95.0,0.0,5.0
1,300000,43.44902773089707,14.215695256628019,16.113612650221523,95.0,0.0,0.0
1,325000,43.03533337283879,14.835839976370334,17.23076813220978,90.0,0.0,0.0
1,350000,43.22689047586173,13.132237349491765,16.22117560771785,85.0,0.0,0.0
1,375000,42.89336582366377,14.83777845033037,18.13083665855229,80.0,0.0,10.0
1,400000,43.215912034921345,13.881938322581714,19.36503984971401,90.0,0.0,15.0
1,425000,43.824304930865765,15.662926202081144,26.257825938006864,100.0,0.0,40.0
1,450000,43.17788970526308,14.022306303377263,31.069039484093572,85.0,0.0,75.0
1,475000,42.84705363661051,14.342603023862466,35.3975093717454,65.0,0.0,85.0
1,500000,43.414263803325596,13.320746705946737,39.07527544483928,100.0,0.0,95.0
2,0,2.4190149244852366,3.6568925639614465,3.6347629969939588,0.0,0.0,0.0
2,25000,15.9613484647125,4.244316993565235,8.14832812812939,0.0,0.0,0.0
2,50000,15.514327970209148,10.054384989942628,15.062730673281475,0.0,0.0,0.0
2,75000,16.734616092478245,12.679923453665106,14.609462234936654,0.0,0.0,0.0
2,100000,20.72187728995481,12.7967451309436,13.585369567687303,10.0,0.0,0.0
2,125000,38.40220868214965,13.894891131134631,15.754327408783137,90.0,0.0,0.0
2,150000,42.18243480660021,15.40698723103851,15.515091682225465,90.0,0.0,0.0
2,175000,40.768380771949886,15.640356308151969,16.3944853534922,80.0,0.0,0.0
2,200000,40.53452266845852,12.891562106297352,16.31599830593914,65.0,0.0,0.0
2,225000,42.377773389033976,15.982312744832598,16.009480422346677,85.0,0.0,0.0
2,250000,41.20402448512614,16.72274354211986,15.748449064977468,75.0,0.0,0.0
2,275000,41.41555495224893,14.218643385766153,16.39443680299446,60.0,0.0,0.0
2,300000,41.81586927250028,15.808799594454552,16.724119688384235,70.0,0.0,0.0
2,325000,41.87146336212754,16.08769707288593,16.628987158834935,65.0,0.0,0.0
2,350000,42.5440191200003,15.509298715654314,15.899369866630877,85.0,0.0,0.0
2,375000,41.49366959054023,14.937076071996108,16.584357882849872,70.0,0.0,0.0
2,400000,42.903517350181936,16.245496118068694,15.675464854564575,90.0,0.0,0.0
2,425000,42.89159038234502,16.81638200879097,16.8176901249215,80.0,0.0,0.0
2,450000,42.47367595583201,13.52314572080383,16.98328690826893,80.0,0.0,0.0
2,475000,42.37702865023166,16.52527845557779,16.978678713180123,75.0,0.0,0.0
2,500000,42.23419758565724,14.223651857382356,16.679687622375788,80.0,0.0,0.0
3,0,2.4397263189777734,1.6781171551672742,2.7026115554384886,0.0,0.0,0.0
3,25000,14.823993091285228,3.222683445150018,5.585588144049024,0.0,0.0,0.0
3,50000,16.370046690436766,11.95743598050876,12.794588488679437,0.0,0.0,0.0
3,75000,16.945239796116947,10.735444047730736,15.414323652163148,0.0,0.0,0.0
3,100000,40.146596058271825,11.771378588204517,15.168614628005889,90.0,0.0,0.0
3,125000,41.36848453637212,13.07314316719081,15.116233882844705,100.0,0.0,0.0
3,150000,41.93441805075854,13.233924408563325,14.624246851482894,90.0,0.0,0.0
3,175000,42.06196762807667,14.93380194325,13.563327360292897,90.0,0.0,0.0
3,200000,42.11231419816613,12.774453351219462,15.564895039476687,90.0,0.0,0.0
3,225000,42.23175972271711,12.59223905595078,15.968162865564228,85.0,0.0,0.0
3,250000,42.44232626799494,13.74917353579175,16.153395140357315,90.0,0.0,0.0
3,275000,43.433522233366965,13.104655640706188,16.269448961690067,100.0,0.0,0.0
3,300000,43.12725409474224,14.597447012994667,16.132586940564217,95.0,0.0,0.0
3,325000,43.210008084587756,15.148807774670422,16.551499832235276,95.0,0.0,0.0
3,350000,43.06749256849289,15.20219838267658,16.77465254571289,90.0,0.0,0.0
3,375000,42.9538000587374,14.09733150558731,15.38493347935174,85.0,0.0,0.0
3,400000,42.550327577441934,15.346178325710934,17.075112699717284,75.0,0.0,0.0
3,425000,43.29699778649956,12.914255749274162,16.137474763571323,95.0,0.0,0.0
3,450000,43.38571645393968,13.695365705169781,18.221971193514765,95.0,0.0,0.0
3,475000,42.64281604774296,15.4066732834962,21.045462802052498,80.0,0.0,20.0
3,500000,42.848000057414176,14.654730967061118,27.683403644524514,85.0,0.0,35.0
4,0,1.4438251992221922,1.1238566916435957,1.0035940936533734,0.0,0.0,0.0
4,25000,15.59721130264814,4.1074963725298925,12.971128913974713,0.0,0.0,0.0
4,50000,16.505443225045177,12.109042445560316,12.225512101671848,0.0,0.0,0.0
4,75000,16.687007340198033,15.903898553736507,11.22698704899082,0.0,0.0,0.0
4,100000,17.36559143345803,15.32541183407011,14.624729066071472,0.0,0.0,0.0
4,125000,17.341815241239964,15.615198747836985,14.576768856282309,0.0,0.0,0.0
4,150000,17.23329859543592,13.96701585497326,15.529846164394986,0.0,0.0,0.0
